#Jahr	Monat	Tag	Stunde	T_Mid	p_Mid	cor_p_Mid	Ns	I_Mid	L_Mid	v_Mid	R_Mid	N	NNO	NO	ONO	O	OSO	SO	SSO	S	SSW	SW	WSW	W	WNW	NW	NNW	
2023     02      15     15  14.3    996.2    1023.9    0.0    0.0    39.7    2.2    192.5    39  39  22  48  43  25  13  18  127 211 39  11  28  34  24  0   
2023     02      15     16  13.3    996.0    1023.7    0.0    0.0    43.1    2.7    207.0    27  21  16  18  10  21  12  13  164 317 46  14  9   20  13  0   
2023     02      15     17  12.3    996.2    1023.9    0.0    0.0    47.2    2.7    211.3    15  17  7   7   5   11  5   9   192 386 25  8   7   23  4   0   
2023     02      15     18  11.4    996.5    1024.2    0.0    0.0    48.5    2.0    209.3    20  21  14  24  20  10  15  11  162 328 38  14  12  17  15  0   
2023     02      15     19  11.1    996.7    1024.4    0.0    0.0    49.2    3.0    216.2    15  20  6   5   8   15  11  11  118 380 75  8   7   29  12  0   
2023     02      15     20  9.9    996.7    1024.4    0.0    0.0    53.8    1.8    177.6    17  33  56  81  67  45  18  10  63  190 63  32  10  20  16  0   
2023     02      15     21  8.8    996.7    1024.4    0.0    0.0    57.6    2.0    193.3    31  29  34  57  41  26  14  17  104 215 62  17  26  35  13  0   
2023     02      15     22  8.5    996.8    1024.5    0.0    0.0    57.3    1.7    191.6    25  38  39  45  39  32  23  18  93  215 50  25  28  33  18  0   
2023     02      15     23  8.0    996.8    1024.5    0.0    0.0    58.5    2.9    208.5    15  18  17  19  18  7   15  16  108 389 60  8   11  14  5   0   
2023     02      16     00  8.0    996.8    1024.5    0.0    0.0    58.5    3.0    205.9    19  32  26  21  15  10  10  22  132 317 52  14  15  24  12  0   
2023     02      16     01  7.8    996.6    1024.3    0.0    0.0    58.5    3.3    211.0    20  29  8   9   10  14  16  17  142 316 61  16  13  37  13  0   
2023     02      16     02  7.6    996.2    1023.9    0.0    0.0    57.9    3.8    213.3    21  26  5   11  18  12  8   10  124 349 74  8   11  29  14  0   
2023     02      16     03  7.5    996.0    1023.7    0.0    0.0    59.6    3.5    213.9    25  25  5   12  15  15  9   11  110 369 68  10  11  21  15  0   
2023     02      16     04  7.1    995.6    1023.3    0.0    0.0    63.0    2.4    200.4    33  37  19  27  32  10  20  8   113 287 56  17  22  28  12  0   
2023     02      16     05  7.1    995.5    1023.2    0.0    0.0    65.3    1.4    176.5    31  41  41  87  57  30  23  25  96  168 41  19  12  36  14  0   
2023     02      16     06  7.2    995.4    1023.1    0.0    0.0    64.5    2.0    185.7    22  33  27  65  57  47  27  14  88  205 56  24  17  28  11  0   
2023     02      16     07  7.9    995.3    1023.0    0.0    0.0    61.5    2.6    199.9    36  39  16  27  39  30  21  9   88  234 103 10  21  30  17  0   
2023     02      16     08  8.2    995.3    1023.0    0.0    0.0    60.0    2.5    206.4    19  43  20  25  29  18  11  6   65  252 143 26  18  21  25  0   
2023     02      16     09  9.0    995.4    1023.1    0.0    0.0    62.2    3.3    209.6    30  25  13  16  20  20  20  7   93  291 106 17  14  32  17  0   
2023     02      16     10  9.6    995.7    1023.4    0.0    0.0    62.8    3.8    207.1    22  33  14  18  20  13  14  6   120 312 68  17  10  30  24  0   
2023     02      16     11  9.6    996.1    1023.8    0.0    0.0    64.4    4.4    207.4    23  30  20  13  17  20  8   12  124 342 50  8   11  23  19  0   
2023     02      16     12  9.4    995.9    1023.6    0.0    0.0    67.7    3.7    206.1    26  32  18  15  24  16  10  14  122 300 66  21  20  24  13  0   
2023     02      16     13  9.6    995.4    1023.1    0.1    0.1    71.0    3.1    202.7    31  39  14  30  21  21  15  13  83  276 90  32  20  26  10  0   
2023     02      16     14  10.7    994.6    1022.3    0.0    0.0    64.2    3.5    213.2    20  31  10  10  18  13  8   6   114 324 76  27  12  30  22  0   
2023     02      16     15  11.6    994.0    1021.6    0.0    0.0    56.4    3.7    204.8    32  33  17  15  22  31  14  14  110 282 72  12  14  34  19  0   
2023     02      16     16  11.5    993.7    1021.3    0.0    0.0    59.2    3.5    216.7    22  23  10  11  15  12  6   12  92  342 96  27  13  22  17  0   
2023     02      16     17  11.1    993.6    1021.2    0.0    0.0    62.9    3.7    205.7    24  39  14  25  19  34  14  4   101 298 66  10  21  34  18  0   
2023     02      16     18  10.7    993.7    1021.3    0.0    0.0    61.2    5.1    208.3    19  33  7   11  16  14  6   8   91  408 62  6   7   23  10  0   
2023     02      16     19  9.5    994.1    1021.7    0.0    0.0    68.2    4.7    217.5    15  27  11  7   13  13  5   8   82  395 68  18  11  31  17  0   
2023     02      16     20  8.7    993.9    1021.5    0.0    0.0    79.2    3.6    199.6    17  44  27  29  31  21  11  6   91  288 78  9   17  43  8   0   
2023     02      16     21  9.4    993.4    1021.0    0.0    0.0    76.1    5.2    212.3    23  34  8   10  22  8   9   4   93  367 72  7   11  37  16  0   
2023     02      16     22  9.9    993.2    1020.8    0.0    0.0    74.5    5.8    215.3    24  26  7   6   9   13  10  9   92  386 75  16  14  19  15  0   
2023     02      16     23  9.8    993.0    1020.6    0.0    0.0    75.0    5.5    215.1    16  24  12  11  25  16  10  10  91  366 57  15  15  37  16  0   
2023     02      17     00  9.4    993.0    1020.6    0.0    0.0    79.0    5.2    214.9    22  20  11  17  20  11  10  5   83  379 64  13  16  28  21  0   
2023     02      17     01  9.5    993.0    1020.6    0.0    0.0    79.1    5.4    210.7    21  31  11  6   15  17  10  5   105 383 45  13  10  28  21  0   
2023     02      17     02  9.7    992.6    1020.2    0.0    0.0    79.1    4.9    208.9    18  35  16  13  18  9   13  5   102 354 63  16  10  29  20  0   
2023     02      17     03  9.9    992.1    1019.7    0.0    0.0    78.6    4.5    209.4    24  33  17  13  22  17  12  15  100 319 67  18  9   40  15  0   
2023     02      17     04  10.0    992.0    1019.6    0.0    0.0    77.9    5.0    211.2    21  29  10  14  10  7   8   8   130 369 55  15  7   31  6   0   
2023     02      17     05  10.2    991.8    1019.4    0.0    0.0    76.2    4.6    204.1    32  44  17  21  18  16  12  10  106 315 54  11  17  29  19  0   
2023     02      17     06  10.3    992.0    1019.6    0.0    0.0    75.7    4.5    211.9    21  29  16  14  11  16  12  11  109 344 66  13  8   29  22  0   
2023     02      17     07  10.4    991.9    1019.5    0.0    0.0    77.3    5.0    208.9    15  33  11  17  17  18  7   5   85  383 60  15  12  24  19  0   
2023     02      17     08  10.4    992.1    1019.7    0.2    0.2    80.0    4.8    211.6    25  33  13  10  15  17  10  10  106 334 74  16  13  30  14  0   
2023     02      17     09  10.9    992.3    1019.9    0.0    0.0    79.5    4.5    207.4    26  30  21  26  14  19  11  6   96  306 79  19  13  38  17  0   
2023     02      17     10  11.6    992.3    1019.9    0.0    0.0    77.7    4.8    200.3    32  41  19  16  34  19  5   12  95  318 68  10  12  26  14  0   
2023     02      17     11  12.6    992.0    1019.6    0.0    0.0    74.3    6.3    212.8    25  34  9   15  14  13  9   5   101 362 53  11  14  33  23  0   
2023     02      17     12  13.4    992.3    1019.9    0.0    0.0    71.6    6.4    194.9    27  34  30  31  26  24  15  11  124 304 28  10  11  27  19  0   
2023     02      17     13  13.9    991.9    1019.5    0.0    0.0    69.8    5.7    187.2    24  60  40  40  22  29  7   13  89  279 35  16  13  33  20  0   
2023     02      17     14  14.0    991.9    1019.5    0.1    0.1    67.8    6.0    196.1    23  42  25  40  25  22  12  18  130 265 28  8   15  45  23  0   
2023     02      17     15  13.7    992.4    1020.0    0.0    0.0    67.0    5.5    194.1    38  42  29  36  34  18  16  13  143 247 25  8   19  35  18  0   
2023     02      17     16  12.8    993.0    1020.6    0.0    0.0    68.2    4.5    180.7    35  46  32  48  68  44  27  12  124 150 31  21  25  33  25  0   
2023     02      17     17  11.7    993.9    1021.5    0.0    0.0    74.4    3.6    197.7    39  55  27  27  51  47  31  18  89  106 41  46  55  56  33  0   
2023     02      17     18  10.5    994.7    1022.4    0.0    0.0    82.1    3.8    189.8    38  52  23  50  35  35  20  10  122 190 39  12  16  57  21  0   
2023     02      17     19  10.2    995.2    1022.9    0.0    0.0    82.1    5.1    201.5    38  37  8   15  18  23  12  11  162 301 38  8   9   28  13  0   
2023     02      17     20  10.1    995.7    1023.4    0.0    0.0    81.2    4.8    200.2    19  37  15  19  41  24  18  9   148 281 29  6   9   40  26  0   
2023     02      17     21  10.0    996.1    1023.8    0.0    0.0    80.6    4.3    194.2    36  33  21  46  39  26  11  9   131 261 32  11  18  28  19  0   
2023     02      17     22  10.0    996.2    1023.9    0.0    0.0    81.1    4.3    203.1    25  31  19  20  22  21  16  21  145 289 38  8   12  41  12  0   
2023     02      17     23  9.7    996.0    1023.7    0.0    0.0    84.5    4.2    200.7    29  27  22  29  32  20  7   9   124 321 30  9   12  38  12  0   
2023     02      18     00  9.6    995.8    1023.5    0.0    0.0    85.8    4.5    207.2    31  27  14  18  13  20  16  11  114 348 36  12  13  32  16  0   
2023     02      18     01  9.6    995.4    1023.1    0.0    0.0    86.1    4.1    199.8    32  33  23  23  20  19  20  12  144 282 43  16  11  28  14  0   
2023     02      18     02  9.7    994.6    1022.3    0.0    0.0    85.8    4.7    208.1    27  33  13  10  16  12  18  11  140 339 36  6   18  23  19  0   
2023     02      18     03  9.7    994.0    1021.7    0.0    0.0    85.4    4.6    199.7    37  31  32  20  19  20  12  7   134 295 43  13  15  29  14  0   
2023     02      18     04  9.4    993.5    1021.1    0.0    0.0    86.4    5.4    209.0    16  24  13  10  7   8   15  12  129 408 35  4   15  17  8   0   
2023     02      18     05  9.4    992.9    1020.5    0.0    0.0    85.6    5.3    209.1    25  29  12  13  18  9   9   15  112 355 60  12  11  26  15  0   
2023     02      18     06  9.5    992.6    1020.2    0.0    0.0    82.8    5.9    205.0    32  28  12  21  23  16  8   9   124 345 42  12  12  23  13  0   
2023     02      18     07  9.2    992.1    1019.7    0.0    0.0    82.5    5.7    211.0    27  30  11  14  16  12  14  10  122 347 49  8   12  32  17  0   
2023     02      18     08  9.0    992.2    1019.8    0.0    0.0    78.6    5.2    182.5    36  44  43  53  38  34  14  10  131 217 38  3   12  29  19  0   
2023     02      18     09  9.0    992.8    1020.4    0.0    0.0    76.1    5.4    196.4    28  30  19  41  24  14  15  6   121 326 51  6   6   23  11  0   
2023     02      18     10  9.1    992.7    1020.3    0.0    0.0    76.3    5.9    205.8    27  26  22  21  19  19  13  10  122 337 34  13  14  31  12  0   
2023     02      18     11  8.8    992.5    1020.1    0.0    0.0    81.4    5.2    196.6    40  50  25  38  32  20  10  5   101 273 52  11  17  31  16  0   
2023     02      18     12  8.5    992.7    1020.3    0.0    0.0    85.4    4.9    197.3    30  26  43  33  27  16  14  7   119 263 45  15  18  37  28  0   
2023     02      18     13  8.7    992.6    1020.2    0.0    0.0    86.7    4.6    198.6    39  45  19  32  22  14  21  19  136 241 40  16  14  41  22  0   
2023     02      18     14  8.8    992.7    1020.3    0.1    0.1    87.2    4.6    201.6    27  39  24  23  18  16  14  12  146 290 39  11  14  34  14  0   
2023     02      18     15  9.0    992.6    1020.2    0.0    0.0    86.9    4.9    197.1    20  37  18  33  24  22  20  9   174 278 23  2   15  33  12  0   
2023     02      18     16  9.1    992.5    1020.1    0.0    0.0    86.6    5.1    203.4    22  34  15  25  21  14  12  13  132 337 38  9   11  23  15  0   
2023     02      18     17  9.1    992.4    1020.0    0.0    0.0    86.9    4.7    197.6    22  34  29  30  22  16  10  6   132 325 38  8   7   29  13  0   
2023     02      18     18  9.2    992.4    1020.0    0.0    0.0    86.3    4.9    202.4    26  31  17  16  17  20  9   18  162 319 28  6   13  26  13  0   
2023     02      18     19  9.2    992.4    1020.0    0.0    0.0    85.9    4.8    202.8    32  32  25  19  21  19  10  10  129 303 31  12  14  41  23  0   
2023     02      18     20  9.4    992.2    1019.8    0.0    0.0    85.2    4.8    196.1    23  43  28  26  21  18  16  7   132 294 40  8   11  39  14  0   
2023     02      18     21  9.3    991.9    1019.5    0.0    0.0    86.5    3.9    199.2    39  44  14  23  22  22  9   8   158 258 32  11  17  42  22  0   
2023     02      18     22  9.2    991.4    1019.0    0.1    0.1    86.8    5.1    207.6    16  20  17  14  12  13  7   13  150 373 40  5   10  19  12  0   
2023     02      18     23  9.3    991.2    1018.8    0.0    0.0    86.3    4.7    206.6    26  30  16  19  22  14  9   10  114 343 52  10  13  27  16  0   
2023     02      19     00  9.3    991.2    1018.8    0.0    0.1    86.2    4.6    197.4    25  44  20  34  31  21  16  15  131 257 42  11  12  43  18  0   
2023     02      19     01  9.3    991.1    1018.7    0.1    0.1    86.0    3.9    187.6    43  44  30  43  29  27  10  18  149 214 41  11  17  28  17  0   
2023     02      19     02  9.2    990.9    1018.5    0.2    0.2    86.3    4.0    188.7    33  49  23  45  40  31  19  8   129 213 30  21  19  39  22  0   
2023     02      19     03  9.2    991.0    1018.6    0.0    0.0    84.7    3.8    184.8    41  53  26  50  45  40  23  12  139 171 25  16  23  34  22  0   
2023     02      19     04  9.1    991.3    1018.9    0.0    0.0    83.5    3.2    175.9    49  72  34  48  76  46  14  25  98  121 36  16  21  40  25  0   
2023     02      19     05  8.9    991.9    1019.5    0.1    0.1    82.5    3.0    175.1    43  70  41  54  54  59  15  20  121 112 30  21  14  45  22  0   
2023     02      19     06  8.6    992.5    1020.1    0.0    0.0    82.4    3.2    186.3    45  56  26  35  40  38  16  24  155 140 42  18  27  41  18  0   
2023     02      19     07  8.6    993.0    1020.6    0.0    0.0    81.6    3.1    185.7    41  45  26  39  51  47  21  23  125 155 41  14  25  42  26  0   
2023     02      19     08  8.6    993.7    1021.3    0.0    0.0    80.9    2.6    199.0    44  49  28  36  40  31  21  14  96  123 63  44  37  55  39  0   
2023     02      19     09  8.6    994.6    1022.3    0.0    0.0    80.6    2.4    173.9    56  58  33  75  66  45  25  23  102 84  37  33  21  30  33  0   
2023     02      19     10  8.3    995.1    1022.8    0.1    0.1    83.9    2.6    177.0    51  61  33  56  69  36  27  15  110 133 38  18  14  36  24  0   
2023     02      19     11  8.3    995.8    1023.5    0.0    0.0    84.9    2.4    183.9    47  72  27  37  51  43  31  19  108 118 43  30  26  38  31  0   
2023     02      19     12  8.6    996.5    1024.2    0.0    0.0    82.9    2.5    201.8    64  60  20  24  35  38  16  12  92  89  57  55  51  61  46  0   
2023     02      19     13  8.9    996.3    1024.0    0.0    0.0    80.3    2.4    206.1    44  46  33  31  40  25  12  19  107 107 67  42  45  57  46  0   
2023     02      19     14  9.0    996.4    1024.1    0.0    0.0    79.4    2.6    177.3    40  52  28  66  59  48  19  8   120 161 29  12  20  35  24  0   
2023     02      19     15  9.0    996.9    1024.6    0.0    0.0    75.7    2.8    195.7    38  60  18  40  39  33  16  16  118 147 59  30  36  42  29  0   
2023     02      19     16  8.1    997.1    1024.8    0.0    0.0    80.5    2.5    211.2    36  52  24  23  32  24  18  23  102 85  73  63  63  62  41  0   
2023     02      19     17  7.7    997.1    1024.8    0.0    0.0    82.0    2.4    194.2    53  65  25  33  44  38  21  18  92  89  61  45  50  53  33  0   
2023     02      19     18  7.2    998.0    1025.8    0.0    0.0    81.5    2.2    199.7    55  54  32  31  33  19  14  19  97  93  68  58  50  61  37  0   
2023     02      19     19  7.1    998.5    1026.3    0.0    0.0    79.9    1.8    181.1    53  43  30  46  68  51  23  22  121 111 33  17  34  46  23  0   
2023     02      19     20  6.6    998.7    1026.5    0.0    0.0    81.5    2.3    205.8    29  26  11  19  16  16  15  27  178 255 61  13  17  23  15  0   
2023     02      19     21  6.3    998.9    1026.7    0.0    0.0    81.4    2.3    202.8    34  32  15  20  18  17  10  19  178 285 35  11  15  19  13  0   
2023     02      19     22  6.0    999.1    1026.9    0.0    0.0    82.2    2.5    208.6    27  19  14  11  14  10  15  10  143 355 57  12  9   16  8   0   
